,Text
1062,"@username i wouldn't tell anyone who is being bullied, beaten and killed to be peaceful. i would say; stand up - fight back"
1063,well tomoror i'm officially back training horses with boardwalk bully lol
1064,i bully all them niggas
1065,"just been told of another person (m8's sister) being intimidated by a double glazing salesman, i'm guessing it was dunraven, the bully boys"
1066,i got bullied by @username and @username ):
1067,"#videobreak: #fosterthepeople's monster hit ""pumped up kicks"" #live #accoustic #performance #bullying #guns httplink"
1068,@username can you please please please follow me because i was cyber bullied today
1069,"read my response to ""have you ever been bullied?"": httplink"
1070,ser sincero agora se chama > bullying
1071,"i read that rebecca black is getting home schooled coz of bullying, that is so sad. bullies suck and they need to get over themselves..."
1072,"jessica black got bullied so bad she dropped outta school?? she can't sing worth a damn but damn, that's a bit much"
1073,bullying conference is going pretty well. good stuff so far.
1074,lol acabei de zerar o bully q emoao (__)
1075,@username procura bully de eminem...
1076,"@username darryn would be nitemare housemate, he's controlling & a bully #cbb #bbuk"
1077,"@username haha, you're like that bully that the guy can't beat up, but the guy can't stop him either haha..."
1078,"""foes is shaking in they boots. invisible bully like the gooch."""
1079,"@username trabalhar a amizade, o respeito, as diferenas a melhor forma de prevenir os males do bullying. sim o caminho.boa noite"
1080,#bullying prevention skills and techniques for #children. please share. httplink
1081,"@username , pena que c sofre bullying na vizinhana n :("
1082,i have so much hate for people in my school . why cant i just be loving . i hope that anyone who ever bullied me gets it back .
1083,"pessoas sofrendo por amor, sofrendo de bullying e eu aqui sofrendo pq meu twitter nao volta mais pro old"
1084,"like it? minnesota gay teens bullied by adults, peers, say activists (reuters) httplink retweet it!"
1085,finna fall off in #bully tonte doe
1086,i wanna make youtube vids but i'm scared to get cyber bullied ! :o
1087,@username please go like the facebook page to help stop bullying httplink
1088,lol this dude says every guy went through that... really? o_o you were a weakling if u got bullied at school @username
1089,@username isso eh bulling uhauhsauhsauhsa
1090,kitten's being bullied by the cat again =( just when i thought they were getting along fine...
1091,mi adorada @username acaba de inventar un concepto horroroso: bulling con cario
1092,"@username i remember when you was a bully, turned out to be a decent young lady lol, shout out to howard ave n nye ave days"
1093,"stop trying to be nice to your bully, they are not worth your kindness. #stopbullying"
1094,montgomery co. teen double-victim of bullying: as children around the delaware valley are gearing up for the new... httplink
1095,"read my response to ""- diga no ao bullying! #repassa"": httplink"
1096,"a tereza cristina sofre bullying pelo marido, ai que novela essa..."
1097,"anyone who wants to help stop bullying & child violence, which i hope includes everyone, please check out this site httplink"
1098,"and friends don't go around do ""bully"" shit thing to their friends."
1099,the secret of the lake can help a child who is the object of bullying at school. httplink
1100,"@username @username rebecca black pulld out of school coz of incessant bullying by classmates.""they wud sing friday in really nasal voices"""
1101,"aula de artes agora viro aula do bullying , pq n professora '-'kkkkkkkkkkkkkkkkkk"
1102,anoda day 2 be a jerk 2 'em suckaz n a bully 2 'em lames...#legoooo
1103,"se voc tem problemas com bullying, compre um cafeteira."
1104,@username d: i'm not a bully.
1105,"la ""represin"" es como el bullying, siempre existi, pero ahora la gente tiene internet y celulares con cmara para quejarse..."
1106,@username if i was a bully i would have used your name.
1107,"i hate those clich 'you can achieve if you believe' *cut to girl practising ballet, boy boxing, child being bullied* music videos"
1108,@username are you cyber-bullying? ... need more twit-noodz bro.
1109,second lawsuit filed against minnesota school district over homophobic bullying... httplink
1110,usa cala verde e reclama de bullying
1111,i neva met a bully nigga i could beat
1112,"@username you're a bully, lol but i love you too!"
1113,@username princeton ppl say u bully roc is dat true
1114,"asiik skarang aji yg jadi bhn bully? nyekil siapose?""@username: @username @username tuh cha, si ajie nyekilllllll ( ??? ???)"""
1115,talk show airs live in 5 minutes talking about child bullying - don't miss the conversation! httplink
1116,worse than sticks and stones? bullying is associated with altered hpa axis functioning and... httplink
1117,rebecca black abandona colgio por ser vtima de bullying httplink
1118,i never was bullied.....i really dont believe that they exist
1119,@username ada juga kita smua yg mem-bully lo miss 20!!! anak kecil (.?) cc: @username @username @username
1120,@username help trend #iml to stop bullying @username
1121,i like bullying my sister's friend.. :))
1122,seriously ...?! my mum really got pms . =.= shout shout shout . only know how to bully family members . treat outsiders good like shit .
1123,"hate when people say ""im not a bully"" lemme define bully- is someone who causes physical or verbal harm on someone #idiots"
1124,how the political right bullied the us government into ignoring ...: after right-wingers freaked out about a rep... httplink
1125,no bullying se for com um book de 15 anos.
1126,@username i was bullied alot in school and now im happy because im at the top of my game and their not! ha #whoslaughingnow :) ilu x
1127,it's sad that #rebeccablack's mom has to home-school her because of #bullying. shame on the kids and adults for picking on a child.
1128,@username @username workplace bullying?
1129,@username @username jajajaja bullying!
1130,eu sei que isso bulling mais ela nem vai notar a minha ausencia e eu pesso desculpa por isso aqui na presena de todos (:
1131,"@username @username trying to tag along with the popular bully in the school... i'm aiming for followers, but listeners..."
1132,"bullying victims often suffer academically, particularly high-achieving blacks and latinos httplink #psychology"
1133,@username we received a package from secret's anti-bullying campaign. did you ever see that little metal locker? it was a part of it.
1134,glad to hear of new anti-bullying rules in new jersey schools. #anti-bullying
1135,i'm done...i'm being judged too much by this bully this morning
1136,"i think i'm gonna make a ???w twitter account for this thing called ""cyber bullying"""
1137,voc no feia. apenas sofre bullying do espelho.
1138,@username well they have no reason to bully you!
1139,@username normal life? shes getting bullied and harassed. accepting that by anyone is bullshit
1140,@username loved how enthusiastic you were yesterday about the anti-bullying campaign we're working on! let's connect soon.
1141,i bet ya sum cunts will bully dem :l in the house
1142,"olha o facebook dando pala aqui, isso bullying viu querido ! pode isso produo ? :/"
1143,"e ainda ficam me chamando de baixinha, qual foi n. olha o bullying gente"
1144,#flashback waktu sd korban bully
1145,"@username same old leeds, can't defend!!! i know bates is a money grabber but grayson is let bates bully him."
1146,@username luanzinho amanha o fc faz 6 meses *-* me d o seu follow de presente ? ahaahha se nao seguir esta cometendo bulling cmg . 34
1147,@username thank you for supporting casey heynis in his quest to #stopbullying and for your stand against #bullying ?
1148,"@username si no sangra, no es bullying :)"
1149,nossa tou no viio aqui jogando bulling
1150,@username bully
1151,@username but wewe ni mchokozi. i bet u were a bully ukiwa mtoto :p
1152,kitten we found in june is bullying our 16-yr-old siamese something awful. i am worried the stress will make her sick.
1153,"@username starve a bully, feed your soul. #standgrand :)<3"
1154,@username @username @username @username e o q fazm cmg nao eh bullying tbm nao ?! oo'
1155,bully bachmann staffers shove cnn reporter?to avoid answering questions? | alternet httplink #p2
1156,vou parar de praticar bullying e tirar o print que o @username escreve fridai . aiushfdosadhsuif
1157,"#curhatadmin jd admin ga gampang , kadang jg di bully ma admin2 laen t.t"
1158,vai toma no cu quem fika fazendo brinkadeira cm bullying. --''
1159,frio bullying contra os solteiros
1160,@username dont bully ah ma hor!
1161,rebecca black quits middle school after bullying: youtube sensation rebecca black might have gone from an... httplink
1162,hahaha i just shoved dobby's nasty bullystick in my brothers mouth. its chewed. and smells like fish and vinegar.
1163,bullying y ciberbullying....
1164,@username trynna box me last night!! lmfao #bully
1165,"i've never been a victim of bullying. but it pisses me off that so little is done about it, people take their own lives because of that :/"
1166,"people laugh, bully, tease, make fun of you only because they are jealous of you. and are insecure. kill them with kindness.<3"
1167,"jessie j fala sobre bullying em seu novo clipe, ""who's laughing now"" httplink"
1168,the self esteem act: it's time to confront the bully that is our beauty culture httplink
